"source","Time","Var","Value","EPU"
"GLORYS",2013,"extent_index",-88.8088235294117,"MAB"
"GLORYS",2013,"se_extent_index",1.78099421967936,"MAB"
"GLORYS",2014,"cold_pool_index",2.06182357483198,"MAB"
"GLORYS",2014,"se_cold_pool_index",0.0578541867523712,"MAB"
"GLORYS",2014,"persistence_index",-1.08807637863748,"MAB"
"GLORYS",2014,"se_persistence_index",0.0281313566673239,"MAB"
"GLORYS",2014,"extent_index",-234.808823529412,"MAB"
"GLORYS",2014,"se_extent_index",1.78099421967936,"MAB"
"GLORYS",2015,"cold_pool_index",2.25579552314221,"MAB"
"GLORYS",2015,"se_cold_pool_index",0.0527765540374038,"MAB"
"GLORYS",2015,"persistence_index",-0.971417191986002,"MAB"
"GLORYS",2015,"se_persistence_index",0.0375534294365022,"MAB"
"GLORYS",2015,"extent_index",-277.808823529412,"MAB"
"GLORYS",2015,"se_extent_index",1.78099421967936,"MAB"
"GLORYS",2016,"cold_pool_index",1.70129153761605,"MAB"
"GLORYS",2016,"se_cold_pool_index",0.0397918287147885,"MAB"
"GLORYS",2016,"persistence_index",-0.658530405754197,"MAB"
"GLORYS",2016,"se_persistence_index",0.0361632389935112,"MAB"
"GLORYS",2016,"extent_index",-198.808823529412,"MAB"
"GLORYS",2016,"se_extent_index",1.78099421967936,"MAB"
"GLORYS",2017,"cold_pool_index",0.173502171764422,"MAB"
"GLORYS",2017,"se_cold_pool_index",0.0365722431253226,"MAB"
"GLORYS",2017,"persistence_index",0.258661514387279,"MAB"
"GLORYS",2017,"se_persistence_index",0.0240846281439854,"MAB"
"GLORYS",2017,"extent_index",69.1911764705883,"MAB"
"GLORYS",2017,"se_extent_index",1.78099421967936,"MAB"
"GLORYS",2018,"cold_pool_index",0.167287167144484,"MAB"
"GLORYS",2018,"se_cold_pool_index",0.0266757165723296,"MAB"
"GLORYS",2018,"persistence_index",0.177222283695707,"MAB"
"GLORYS",2018,"se_persistence_index",0.0179113078600948,"MAB"
"GLORYS",2018,"extent_index",70.1911764705883,"MAB"
"GLORYS",2018,"se_extent_index",1.78099421967936,"MAB"
"GLORYS",2019,"cold_pool_index",0.675230822664055,"MAB"
"GLORYS",2019,"se_cold_pool_index",0.0531644736282643,"MAB"
"GLORYS",2019,"persistence_index",-0.216384679867082,"MAB"
